시도별,성별,"연령(5세,각세)별",2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
인천광역시,여자,54세,39,46,48,46,44,39,40,38,40,35
인천광역시,여자,55세,36,40,47,45,51,36,41,31,37,49
인천광역시,여자,56세,42,42,54,53,65,38,45,53,44,48
인천광역시,여자,57세,38,43,54,44,55,69,65,55,50,64
인천광역시,여자,58세,43,52,42,48,46,69,57,68,41,58
인천광역시,여자,59세,45,43,45,44,58,51,62,70,69,57
인천광역시,여자,60세,43,32,45,45,37,56,47,49,57,64
인천광역시,여자,61세,30,51,43,39,54,56,47,58,78,53
인천광역시,여자,62세,44,45,49,36,59,66,60,55,58,66
인천광역시,여자,63세,56,48,42,54,50,52,65,59,64,87
인천광역시,여자,64세,53,44,58,37,54,57,42,59,71,64
인천광역시,여자,65세,72,59,48,51,50,42,75,61,77,66
인천광역시,여자,66세,46,58,56,48,51,38,67,58,62,71
인천광역시,여자,67세,58,60,76,59,51,54,52,48,67,73
인천광역시,여자,68세,54,76,60,85,62,36,78,67,68,82
인천광역시,여자,69세,77,65,68,59,62,66,73,76,47,85
인천광역시,여자,70세,98,95,82,76,65,104,89,66,60,70
인천광역시,여자,71세,88,128,117,84,90,72,82,76,83,107
인천광역시,여자,72세,117,106,105,94,92,69,74,88,90,88
인천광역시,여자,73세,130,111,120,112,120,100,95,95,109,105
인천광역시,여자,74세,122,127,123,106,149,136,98,106,91,107
인천광역시,여자,75세,128,150,160,137,145,139,125,123,92,95
인천광역시,여자,76세,133,141,162,137,152,138,163,164,117,128
인천광역시,여자,77세,158,169,171,171,166,151,156,170,167,155
인천광역시,여자,78세,178,182,181,171,162,200,188,159,178,187
인천광역시,여자,79세,200,153,190,191,210,208,239,233,204,248
인천광역시,여자,80세,207,188,205,203,231,232,206,212,229,212
인천광역시,여자,81세,175,194,202,209,247,223,233,237,234,279
인천광역시,여자,82세,207,224,242,210,241,267,253,233,254,254
인천광역시,여자,83세,231,244,229,219,249,244,290,266,272,254
인천광역시,여자,84세,223,233,214,233,259,253,300,284,303,295
인천광역시,여자,85세,206,225,244,238,273,229,270,314,299,322
인천광역시,여자,86세,208,191,228,250,255,243,317,268,296,348
인천광역시,여자,87세,204,227,206,221,280,282,249,271,289,303
인천광역시,여자,88세,211,161,209,230,229,266,259,233,264,309
인천광역시,여자,89세,173,200,195,204,212,237,271,287,246,301
인천광역시,여자,90세,144,187,153,172,177,221,232,253,283,273
인천광역시,여자,91세,161,146,162,160,179,172,234,230,249,289
인천광역시,여자,92세,124,104,143,181,139,180,182,179,228,247
인천광역시,여자,93세,77,97,103,130,141,146,169,164,161,184
인천광역시,여자,94세,85,74,83,85,129,158,149,141,135,171
인천광역시,여자,95세,60,62,67,80,102,102,120,126,130,141
인천광역시,여자,96세,51,50,47,57,62,77,87,91,76,120
인천광역시,여자,97세,28,34,45,58,45,47,74,69,88,88
인천광역시,여자,98세,24,17,21,36,21,34,59,39,60,76
인천광역시,여자,99세,13,24,20,19,34,32,39,36,41,49
광주광역시,남자,0세,21,24,14,19,15,12,11,9,7,8
광주광역시,남자,1세,3,2,0,6,0,1,0,0,2,0
광주광역시,남자,2세,3,6,0,4,0,2,0,0,0,0
광주광역시,남자,3세,2,0,1,1,1,1,0,1,0,0
광주광역시,남자,4세,0,0,0,0,1,3,1,2,0,1
광주광역시,남자,5세,1,2,0,2,1,1,0,0,0,0
광주광역시,남자,6세,2,1,0,2,0,1,1,1,0,0
광주광역시,남자,7세,1,2,0,2,1,0,0,0,0,0
광주광역시,남자,8세,0,2,0,0,0,1,0,0,1,2
광주광역시,남자,9세,0,1,1,1,1,3,0,0,0,0
광주광역시,남자,10세,0,0,1,0,1,3,1,1,2,3
광주광역시,남자,11세,3,1,1,0,1,1,0,1,1,0
광주광역시,남자,12세,1,1,0,1,0,0,0,1,2,1
광주광역시,남자,13세,1,5,1,0,2,1,1,1,0,0
광주광역시,남자,14세,4,0,1,3,1,1,3,1,1,1
광주광역시,남자,15세,1,4,3,1,2,1,5,5,2,0
광주광역시,남자,16세,6,0,3,3,1,5,1,1,3,5
광주광역시,남자,17세,4,3,3,0,3,7,2,1,3,1
광주광역시,남자,18세,6,6,3,5,1,4,4,4,3,1
광주광역시,남자,19세,9,4,10,0,5,1,3,1,3,1
광주광역시,남자,20세,9,3,4,6,5,5,4,4,3,3
광주광역시,남자,21세,7,4,6,5,2,2,7,5,8,2
광주광역시,남자,22세,5,4,3,4,6,5,5,4,8,2
광주광역시,남자,23세,2,3,3,11,6,8,4,5,10,7
광주광역시,남자,24세,7,3,8,6,4,5,4,4,5,5
광주광역시,남자,25세,6,7,5,10,9,8,3,6,8,9
광주광역시,남자,26세,5,7,7,5,4,6,6,8,5,6
광주광역시,남자,27세,5,7,6,2,9,6,5,6,8,7
광주광역시,남자,28세,6,5,4,4,5,4,6,5,9,8
광주광역시,남자,29세,9,10,5,2,3,7,9,2,6,7
광주광역시,남자,30세,5,7,7,5,8,4,2,5,7,5
광주광역시,남자,31세,9,10,12,9,3,5,8,6,6,4
광주광역시,남자,32세,12,18,12,6,6,5,10,7,5,6
광주광역시,남자,33세,7,11,10,13,8,12,4,6,4,3
광주광역시,남자,34세,14,7,17,13,11,3,9,10,8,4
광주광역시,남자,35세,12,12,12,12,12,16,9,7,4,10
광주광역시,남자,36세,19,13,15,8,14,10,9,13,7,8
광주광역시,남자,37세,24,14,9,8,9,18,8,7,9,13
광주광역시,남자,38세,14,13,19,6,9,12,11,10,15,12
광주광역시,남자,39세,29,22,15,16,7,19,13,17,8,18
광주광역시,남자,40세,15,19,21,20,15,11,19,13,13,13
광주광역시,남자,41세,22,24,17,16,13,16,17,5,11,13
광주광역시,남자,42세,17,23,17,22,24,21,7,15,13,15
광주광역시,남자,43세,21,27,30,30,26,25,14,14,18,25
광주광역시,남자,44세,31,31,28,25,29,19,13,28,13,15
광주광역시,남자,45세,27,26,39,20,27,23,21,27,19,20
광주광역시,남자,46세,39,35,31,37,22,28,34,37,22,24
광주광역시,남자,47세,30,30,38,28,26,33,26,25,29,30
광주광역시,남자,48세,46,27,40,38,30,41,38,35,31,29
광주광역시,남자,49세,56,39,43,41,36,52,35,49,34,36
광주광역시,남자,50세,49,41,53,44,42,30,45,26,37,43
광주광역시,남자,51세,56,45,43,27,31,53,38,49,33,45
광주광역시,남자,52세,43,52,45,39,34,55,56,39,46,43
광주광역시,남자,53세,57,69,42,27,63,42,42,44,42,52
광주광역시,남자,54세,50,52,48,62,65,50,48,51,43,43
광주광역시,남자,55세,53,50,56,68,49,51,48,53,45,40
광주광역시,남자,56세,45,51,50,57,58,59,63,50,62,58
광주광역시,남자,57세,65,49,58,69,72,66,72,64,48,58
광주광역시,남자,58세,33,65,54,54,62,70,62,68,58,60
광주광역시,남자,59세,55,51,73,81,53,69,50,71,55,54
광주광역시,남자,60세,56,52,49,63,76,58,68,63,72,74
광주광역시,남자,61세,55,60,50,56,66,51,50,68,76,75
광주광역시,남자,62세,63,55,58,50,62,61,57,53,64,71
광주광역시,남자,63세,66,72,61,71,52,65,85,55,81,85
광주광역시,남자,64세,60,61,69,61,75,69,51,43,70,75
광주광역시,남자,65세,71,57,74,68,59,64,57,67,74,64
광주광역시,남자,66세,64,87,68,82,69,60,76,69,59,80
광주광역시,남자,67세,77,54,84,67,82,69,76,66,72,91
광주광역시,남자,68세,55,72,52,94,82,69,77,79,73,68
광주광역시,남자,69세,93,80,98,61,93,78,72,92,83,73
광주광역시,남자,70세,98,95,77,65,79,74,88,101,86,80
광주광역시,남자,71세,87,104,101,87,94,75,98,107,87,94
광주광역시,남자,72세,103,89,129,106,73,71,89,88,101,109
광주광역시,남자,73세,112,106,113,132,110,91,93,75,108,101
광주광역시,남자,74세,98,104,122,103,109,113,102,95,83,98
광주광역시,남자,75세,103,127,112,118,115,126,146,101,100,80
광주광역시,남자,76세,106,125,107,134,121,112,140,127,100,119
광주광역시,남자,77세,117,104,96,108,118,124,104,149,154,110
광주광역시,남자,78세,113,101,113,121,126,129,120,124,180,147
광주광역시,남자,79세,101,110,112,127,122,133,122,151,130,172
광주광역시,남자,80세,76,91,120,130,142,107,131,129,141,125
광주광역시,남자,81세,109,93,83,108,125,123,141,128,153,158
광주광역시,남자,82세,102,94,100,106,101,120,141,141,140,165
광주광역시,남자,83세,94,96,69,97,90,132,129,104,136,131
광주광역시,남자,84세,72,77,94,77,89,106,115,136,135,144
광주광역시,남자,85세,81,96,74,82,70,82,87,122,124,116
광주광역시,남자,86세,53,75,66,88,69,68,92,98,117,133
광주광역시,남자,87세,52,66,48,74,72,81,89,79,95,104
광주광역시,남자,88세,61,41,44,60,67,85,82,66,78,84
광주광역시,남자,89세,44,36,57,56,46,68,62,68,57,75
광주광역시,남자,90세,41,37,35,43,45,58,66,65,57,71
광주광역시,남자,91세,33,33,34,38,38,33,43,46,47,57
광주광역시,남자,92세,16,17,24,34,25,33,41,34,42,34
광주광역시,남자,93세,20,12,19,19,34,16,20,21,28,42
광주광역시,남자,94세,10,19,11,11,23,15,29,23,20,22
광주광역시,남자,95세,9,3,11,8,12,20,20,17,22,21
광주광역시,남자,96세,7,5,6,5,6,8,11,14,6,11
광주광역시,남자,97세,6,3,3,5,5,7,2,8,12,13
광주광역시,남자,98세,0,2,5,4,2,4,4,6,6,11
광주광역시,남자,99세,1,3,5,1,2,4,4,4,5,5
광주광역시,여자,0세,14,15,15,16,14,16,13,8,15,7
광주광역시,여자,1세,3,0,1,2,3,2,5,0,0,1
광주광역시,여자,2세,1,3,3,0,2,0,2,1,2,0
광주광역시,여자,3세,0,2,0,1,0,2,0,2,0,0
광주광역시,여자,4세,0,0,3,0,2,1,0,0,1,1
광주광역시,여자,5세,1,0,0,0,1,0,0,0,0,0
광주광역시,여자,6세,2,0,2,0,2,0,0,1,0,2
광주광역시,여자,7세,0,0,1,2,0,1,1,0,0,0
광주광역시,여자,8세,0,0,1,0,0,0,0,0,0,0
광주광역시,여자,9세,1,0,2,0,0,0,0,0,0,0
광주광역시,여자,10세,1,1,0,0,0,0,0,1,1,0
광주광역시,여자,11세,2,0,0,0,0,0,1,0,0,2
광주광역시,여자,12세,1,1,1,0,0,0,1,0,0,1
광주광역시,여자,13세,0,0,1,0,0,0,1,0,1,0
광주광역시,여자,14세,1,1,0,0,0,0,1,0,2,0
광주광역시,여자,15세,3,2,1,1,2,1,0,0,0,1
광주광역시,여자,16세,3,1,1,1,0,4,1,0,2,2
광주광역시,여자,17세,3,3,0,1,3,2,4,1,0,1
광주광역시,여자,18세,0,2,4,0,2,1,1,1,1,1
광주광역시,여자,19세,3,3,0,4,3,3,5,1,2,2
광주광역시,여자,20세,3,5,2,4,1,3,4,3,4,2
광주광역시,여자,21세,4,3,3,3,1,1,2,3,2,1
광주광역시,여자,22세,4,5,3,2,0,4,6,3,3,4
광주광역시,여자,23세,2,4,2,4,0,2,2,2,4,3
광주광역시,여자,24세,3,1,1,2,0,6,2,4,3,1
광주광역시,여자,25세,2,1,0,1,2,3,3,1,6,5
광주광역시,여자,26세,4,2,3,3,3,1,3,5,2,2
광주광역시,여자,27세,2,6,3,2,7,1,1,5,1,1
광주광역시,여자,28세,2,1,3,6,2,3,2,2,4,3
광주광역시,여자,29세,8,4,4,1,1,5,2,2,5,5
광주광역시,여자,30세,7,7,6,4,6,1,7,6,3,1
광주광역시,여자,31세,6,4,6,10,4,7,7,5,3,3
광주광역시,여자,32세,5,3,5,7,5,3,4,4,5,2
광주광역시,여자,33세,5,5,11,11,9,4,4,7,1,7
광주광역시,여자,34세,7,5,6,6,7,4,7,2,1,5
광주광역시,여자,35세,10,11,9,8,3,8,5,12,2,2
광주광역시,여자,36세,5,6,5,6,10,10,6,10,2,5
광주광역시,여자,37세,9,8,5,12,9,10,8,7,6,4
광주광역시,여자,38세,13,11,3,8,13,7,11,7,9,7
광주광역시,여자,39세,7,15,5,9,9,4,11,9,5,9
광주광역시,여자,40세,6,10,8,8,15,10,4,9,8,8
광주광역시,여자,41세,14,3,8,15,7,9,4,10,4,13
광주광역시,여자,42세,11,12,8,6,15,14,13,9,13,6
광주광역시,여자,43세,14,10,7,5,15,16,15,10,15,14
광주광역시,여자,44세,12,12,10,14,8,7,18,12,14,13
광주광역시,여자,45세,16,11,5,12,13,13,9,10,7,18
광주광역시,여자,46세,10,13,16,13,10,16,8,15,16,7
광주광역시,여자,47세,15,11,14,14,7,12,18,9,9,13
광주광역시,여자,48세,11,6,13,11,12,15,5,9,12,15
광주광역시,여자,49세,16,10,24,10,17,12,13,17,14,17
광주광역시,여자,50세,13,16,7,15,23,8,25,11,10,19
광주광역시,여자,51세,17,15,14,17,19,24,20,21,15,11
광주광역시,여자,52세,22,17,21,17,14,15,19,19,14,17
광주광역시,여자,53세,25,25,21,24,14,20,24,14,16,24
광주광역시,여자,54세,22,20,21,18,23,24,24,18,26,13
광주광역시,여자,55세,23,27,21,26,24,20,17,20,14,20
광주광역시,여자,56세,15,20,18,20,23,19,24,38,21,16
광주광역시,여자,57세,13,19,27,18,26,18,18,19,30,25
광주광역시,여자,58세,24,33,25,16,21,32,21,22,23,18
광주광역시,여자,59세,19,22,21,24,26,24,28,22,22,24
광주광역시,여자,60세,16,16,23,25,24,21,30,16,38,20
광주광역시,여자,61세,19,24,19,11,24,23,24,22,33,15
광주광역시,여자,62세,27,24,20,18,20,28,19,21,22,19
광주광역시,여자,63세,26,26,15,18,18,24,29,27,34,34
광주광역시,여자,64세,29,24,28,23,15,29,23,26,32,22
광주광역시,여자,65세,24,25,37,33,25,22,27,22,20,20
광주광역시,여자,66세,24,34,33,30,22,38,29,24,29,29
광주광역시,여자,67세,32,23,24,28,25,36,24,39,26,33
광주광역시,여자,68세,38,42,23,44,34,29,34,25,35,31
광주광역시,여자,69세,37,40,33,35,38,31,39,28,31,31
광주광역시,여자,70세,78,46,44,58,32,38,35,38,37,33
광주광역시,여자,71세,49,56,55,48,37,33,53,38,55,34
광주광역시,여자,72세,58,60,75,59,43,51,36,48,43,36
광주광역시,여자,73세,59,74,85,84,70,45,45,44,48,50
광주광역시,여자,74세,71,66,70,67,73,91,53,65,38,51
광주광역시,여자,75세,83,86,77,85,70,74,66,50,55,46
광주광역시,여자,76세,83,101,71,92,92,71,104,79,58,52
광주광역시,여자,77세,102,81,85,101,83,101,90,117,95,79
광주광역시,여자,78세,96,131,88,100,99,114,87,95,107,99
광주광역시,여자,79세,87,123,99,111,101,114,124,112,121,121
광주광역시,여자,80세,108,100,125,132,111,128,116,114,125,118
광주광역시,여자,81세,116,101,136,143,154,131,149,137,128,118
광주광역시,여자,82세,146,114,106,108,127,153,152,141,136,155
광주광역시,여자,83세,152,128,137,164,141,113,146,130,137,146
광주광역시,여자,84세,118,137,143,151,130,158,158,158,176,163
광주광역시,여자,85세,108,110,114,180,152,160,152,144,154,171
광주광역시,여자,86세,113,128,146,151,164,151,166,164,152,178
광주광역시,여자,87세,105,110,120,159,145,191,165,153,153,175
광주광역시,여자,88세,95,106,105,122,133,152,177,159,136,146
광주광역시,여자,89세,121,99,97,135,127,116,154,160,152,160
광주광역시,여자,90세,108,127,100,106,121,123,144,133,158,148
광주광역시,여자,91세,70,79,104,95,79,111,124,126,145,146
광주광역시,여자,92세,81,64,85,117,86,94,110,107,116,137
광주광역시,여자,93세,55,73,66,90,98,74,87,95,84,93
광주광역시,여자,94세,48,39,51,57,75,83,69,77,77,114
광주광역시,여자,95세,53,46,40,51,52,63,96,55,61,66
광주광역시,여자,96세,28,38,27,39,50,56,65,61,47,55
광주광역시,여자,97세,22,23,24,34,32,41,44,40,58,38
광주광역시,여자,98세,13,12,21,17,19,30,27,34,36,43
광주광역시,여자,99세,12,7,15,12,12,27,17,26,22,25
대전광역시,남자,0세,25,17,25,24,15,16,17,19,15,10
대전광역시,남자,1세,4,3,3,1,3,2,2,2,1,0
대전광역시,남자,2세,1,1,1,3,0,1,0,0,1,1
대전광역시,남자,3세,0,2,0,0,1,1,1,0,1,1
대전광역시,남자,4세,1,2,2,0,1,0,1,1,1,0
대전광역시,남자,5세,2,0,0,0,2,1,0,0,0,0
대전광역시,남자,6세,1,0,1,1,1,2,1,1,0,1
대전광역시,남자,7세,1,0,1,0,2,0,2,0,1,0
대전광역시,남자,8세,0,0,0,0,2,1,0,1,1,0
대전광역시,남자,9세,1,2,0,2,1,0,2,0,1,0
대전광역시,남자,10세,0,1,1,0,0,0,1,0,1,1
대전광역시,남자,11세,2,0,3,0,1,0,0,1,0,1
대전광역시,남자,12세,2,1,2,0,0,0,0,1,0,0
대전광역시,남자,13세,2,1,0,3,0,0,2,2,0,1
대전광역시,남자,14세,4,1,1,1,0,0,0,4,1,1
대전광역시,남자,15세,2,0,3,1,1,0,2,0,0,3
대전광역시,남자,16세,9,4,1,2,2,5,1,1,1,0
대전광역시,남자,17세,2,4,3,5,1,1,3,4,2,2
대전광역시,남자,18세,8,2,6,6,3,1,3,5,2,2
대전광역시,남자,19세,4,6,2,3,2,3,3,3,4,5
대전광역시,남자,20세,4,4,4,4,1,5,6,5,3,4
대전광역시,남자,21세,7,5,7,3,2,8,5,4,3,6
대전광역시,남자,22세,7,4,9,4,9,3,5,5,3,3
대전광역시,남자,23세,5,4,5,6,5,6,7,4,5,3
대전광역시,남자,24세,8,10,5,3,8,5,3,4,6,5
대전광역시,남자,25세,7,3,8,3,4,6,6,5,4,7
대전광역시,남자,26세,7,2,6,8,2,6,7,4,4,5
대전광역시,남자,27세,8,4,5,7,12,2,5,9,6,6
대전광역시,남자,28세,7,8,6,8,5,6,2,3,9,11
대전광역시,남자,29세,7,6,9,5,7,6,4,4,4,8
대전광역시,남자,30세,7,8,7,9,6,2,4,11,8,11
대전광역시,남자,31세,11,12,13,6,12,6,15,4,5,14
대전광역시,남자,32세,10,9,7,14,6,15,7,4,8,9
대전광역시,남자,33세,11,10,8,8,9,6,8,9,10,9
대전광역시,남자,34세,5,14,5,13,8,10,5,11,7,6
대전광역시,남자,35세,14,10,12,13,15,8,15,9,4,5
대전광역시,남자,36세,13,8,5,14,16,8,10,7,14,7
대전광역시,남자,37세,15,13,13,9,10,12,7,12,12,13
대전광역시,남자,38세,22,10,7,11,8,7,11,14,11,18
대전광역시,남자,39세,23,19,16,7,10,15,13,13,19,13
대전광역시,남자,40세,24,17,19,12,16,8,13,11,11,25
대전광역시,남자,41세,21,20,21,17,15,15,14,17,11,15
대전광역시,남자,42세,18,21,23,24,19,19,15,12,15,11
대전광역시,남자,43세,32,25,20,27,22,8,20,13,24,17
대전광역시,남자,44세,31,30,25,19,27,21,22,22,15,7
대전광역시,남자,45세,26,30,19,30,30,18,19,23,19,22
대전광역시,남자,46세,33,34,27,33,25,37,27,27,29,23
대전광역시,남자,47세,30,32,36,32,31,27,21,26,21,31
대전광역시,남자,48세,30,33,32,41,38,36,38,33,26,25
대전광역시,남자,49세,42,36,42,39,43,35,44,34,39,25
대전광역시,남자,50세,41,42,45,46,37,31,34,52,31,31
대전광역시,남자,51세,56,48,47,52,41,46,51,30,37,36
대전광역시,남자,52세,51,55,49,45,49,48,33,42,41,39
대전광역시,남자,53세,45,61,60,58,47,40,48,53,36,43
대전광역시,남자,54세,60,51,58,58,68,49,49,38,47,38
대전광역시,남자,55세,53,60,53,60,66,56,62,42,42,48
대전광역시,남자,56세,70,57,64,61,59,60,62,36,52,51
대전광역시,남자,57세,57,64,70,60,66,64,73,67,54,55
대전광역시,남자,58세,45,68,68,65,59,61,58,80,62,45
대전광역시,남자,59세,54,44,72,69,78,81,77,71,80,54
대전광역시,남자,60세,52,68,63,80,62,66,57,76,76,71
대전광역시,남자,61세,58,62,47,66,73,75,72,84,70,70
대전광역시,남자,62세,65,50,57,51,63,75,70,83,62,82
대전광역시,남자,63세,65,68,53,66,57,63,69,88,73,96
대전광역시,남자,64세,71,59,64,59,74,67,71,66,73,92
대전광역시,남자,65세,73,61,58,77,47,61,73,63,82,84
대전광역시,남자,66세,57,61,70,78,72,54,70,55,67,86
대전광역시,남자,67세,48,63,68,64,61,97,72,69,77,77
대전광역시,남자,68세,71,69,50,84,74,88,81,80,81,83
대전광역시,남자,69세,110,69,59,63,79,69,78,93,76,82
대전광역시,남자,70세,106,87,82,65,67,76,96,77,85,75
대전광역시,남자,71세,80,113,78,98,71,67,86,82,86,97
대전광역시,남자,72세,83,95,104,114,68,65,70,95,102,97
대전광역시,남자,73세,89,107,74,114,105,83,72,79,105,95
대전광역시,남자,74세,93,109,82,96,124,121,104,117,96,119
대전광역시,남자,75세,85,121,102,106,100,133,108,100,82,94
대전광역시,남자,76세,120,103,108,87,102,108,128,110,101,113
대전광역시,남자,77세,104,101,107,118,112,91,108,144,154,122
대전광역시,남자,78세,92,119,103,121,117,105,126,107,137,160
대전광역시,남자,79세,97,94,114,117,125,111,133,124,115,158
대전광역시,남자,80세,98,95,103,130,125,104,142,117,136,136
대전광역시,남자,81세,82,84,90,110,128,127,120,138,134,131
대전광역시,남자,82세,84,71,99,97,107,113,124,130,147,153
대전광역시,남자,83세,86,77,83,91,103,96,122,125,144,135
대전광역시,남자,84세,83,76,81,85,80,96,105,121,137,148
대전광역시,남자,85세,70,72,89,72,76,89,88,118,108,119
대전광역시,남자,86세,72,68,79,74,69,75,77,97,118,109
대전광역시,남자,87세,67,59,50,60,78,65,75,85,106,106
대전광역시,남자,88세,40,47,62,50,64,65,76,77,81,80
대전광역시,남자,89세,46,45,49,45,54,39,67,72,74,89
대전광역시,남자,90세,48,43,40,44,39,49,57,65,47,55
대전광역시,남자,91세,29,34,37,33,35,48,56,60,33,60
대전광역시,남자,92세,19,16,21,31,33,27,34,39,36,47
대전광역시,남자,93세,24,26,23,33,22,26,33,24,38,48
대전광역시,남자,94세,13,17,17,21,21,28,24,23,28,27
대전광역시,남자,95세,2,11,11,15,12,17,16,12,25,17
대전광역시,남자,96세,6,11,6,9,10,19,15,12,15,10
대전광역시,남자,97세,8,9,6,4,6,12,11,16,17,10
대전광역시,남자,98세,3,3,8,3,9,10,9,11,7,10
대전광역시,남자,99세,1,1,1,2,6,4,3,4,3,5
대전광역시,여자,0세,18,21,18,21,17,15,12,8,6,11
대전광역시,여자,1세,2,1,2,0,0,1,0,0,0,1
대전광역시,여자,2세,0,0,0,0,0,0,2,3,0,0
대전광역시,여자,3세,1,0,0,1,0,0,1,0,0,1
대전광역시,여자,4세,1,1,1,0,1,0,1,1,1,0
대전광역시,여자,5세,0,1,3,0,0,1,0,0,0,0
대전광역시,여자,6세,0,1,1,0,0,1,0,1,0,0
대전광역시,여자,7세,0,1,2,0,0,0,1,0,1,0
대전광역시,여자,8세,0,0,0,1,1,0,0,1,0,0
대전광역시,여자,9세,2,2,1,0,0,1,0,2,0,0
대전광역시,여자,10세,0,0,0,0,1,0,1,0,0,0
대전광역시,여자,11세,1,0,0,0,1,0,0,0,1,0
대전광역시,여자,12세,2,1,2,0,0,0,1,1,0,1
대전광역시,여자,13세,0,1,0,3,0,1,2,1,2,1
대전광역시,여자,14세,1,2,0,2,2,1,2,0,1,2
대전광역시,여자,15세,0,1,2,4,0,1,2,0,2,1
대전광역시,여자,16세,4,2,2,0,2,1,0,1,1,0
대전광역시,여자,17세,3,1,2,0,4,0,0,1,2,1
대전광역시,여자,18세,2,1,2,1,2,1,3,2,1,2
대전광역시,여자,19세,4,3,6,8,2,2,2,3,4,1
대전광역시,여자,20세,1,1,1,2,2,2,3,5,0,3
대전광역시,여자,21세,2,0,4,2,1,0,3,3,1,4
대전광역시,여자,22세,1,5,2,2,4,2,5,4,5,2
대전광역시,여자,23세,3,3,2,3,0,4,1,3,5,2
대전광역시,여자,24세,2,2,2,4,1,2,3,4,5,5
대전광역시,여자,25세,1,4,4,4,7,1,2,3,4,4
대전광역시,여자,26세,5,3,4,4,1,7,3,2,4,4
대전광역시,여자,27세,3,3,3,8,2,2,3,6,5,6
대전광역시,여자,28세,3,3,4,4,3,1,1,4,6,7
대전광역시,여자,29세,8,3,5,7,1,1,1,6,3,5
대전광역시,여자,30세,3,4,4,6,4,2,0,2,2,3
대전광역시,여자,31세,3,4,4,7,4,5,3,3,2,4
대전광역시,여자,32세,4,6,3,6,4,4,3,2,4,0
대전광역시,여자,33세,7,7,3,8,6,8,4,9,6,6
대전광역시,여자,34세,4,9,7,6,10,9,8,3,9,2
대전광역시,여자,35세,3,4,5,8,2,3,1,8,7,5
대전광역시,여자,36세,5,6,14,4,13,7,7,6,10,10
대전광역시,여자,37세,9,4,7,12,3,6,6,11,3,6
대전광역시,여자,38세,7,8,10,3,6,2,1,4,7,9
대전광역시,여자,39세,8,11,9,4,5,8,8,5,10,9
대전광역시,여자,40세,12,7,8,7,13,10,8,10,15,5
대전광역시,여자,41세,12,6,9,8,12,6,8,9,5,8
대전광역시,여자,42세,12,12,13,11,10,6,11,11,4,9
대전광역시,여자,43세,13,9,17,9,14,7,10,9,3,5
대전광역시,여자,44세,13,13,11,15,15,11,15,14,8,5
대전광역시,여자,45세,11,20,18,18,11,14,13,11,14,9
대전광역시,여자,46세,16,14,11,12,10,6,9,13,12,10
대전광역시,여자,47세,17,10,19,12,15,15,17,8,13,14
대전광역시,여자,48세,18,15,11,14,13,12,16,14,17,20
대전광역시,여자,49세,20,17,17,15,16,21,20,11,12,16
대전광역시,여자,50세,10,19,14,16,7,20,20,26,14,12
대전광역시,여자,51세,25,25,17,23,27,18,17,23,21,17
대전광역시,여자,52세,25,15,14,13,17,14,24,26,17,14
대전광역시,여자,53세,12,36,17,17,21,15,21,16,14,19
대전광역시,여자,54세,13,23,15,20,26,18,8,15,18,24
대전광역시,여자,55세,14,20,24,24,20,19,12,26,21,17
대전광역시,여자,56세,18,23,24,17,26,28,21,21,17,24
대전광역시,여자,57세,30,15,24,24,30,19,30,23,20,23
대전광역시,여자,58세,28,20,19,26,20,21,26,27,32,29
대전광역시,여자,59세,22,16,31,21,19,20,26,26,21,22
대전광역시,여자,60세,20,26,22,26,20,25,21,22,29,27
대전광역시,여자,61세,20,27,30,12,33,20,27,18,31,22
대전광역시,여자,62세,18,17,18,35,22,29,29,30,30,35
대전광역시,여자,63세,29,29,22,25,28,24,31,25,42,36
대전광역시,여자,64세,29,22,32,23,18,21,20,36,43,41
대전광역시,여자,65세,29,24,19,22,27,26,27,32,30,40
대전광역시,여자,66세,20,34,27,32,35,22,23,27,41,29
대전광역시,여자,67세,28,20,31,30,20,37,27,29,24,37
대전광역시,여자,68세,46,27,23,24,34,37,33,23,32,27
대전광역시,여자,69세,49,46,34,46,35,44,36,37,43,40
대전광역시,여자,70세,55,45,38,47,40,35,40,47,47,21
대전광역시,여자,71세,52,66,48,45,35,43,41,49,27,38
대전광역시,여자,72세,49,59,49,51,42,47,37,46,50,56
대전광역시,여자,73세,60,59,41,58,57,55,44,32,42,40
대전광역시,여자,74세,68,72,58,67,62,62,53,54,37,44
대전광역시,여자,75세,64,61,56,59,76,89,61,48,43,50
대전광역시,여자,76세,75,70,74,70,69,67,101,70,73,54
대전광역시,여자,77세,111,115,81,89,98,91,78,98,83,70
대전광역시,여자,78세,105,98,98,103,86,97,88,81,112,92
대전광역시,여자,79세,83,93,109,111,98,85,111,98,75,121
대전광역시,여자,80세,91,106,106,111,105,94,127,108,95,105
대전광역시,여자,81세,91,95,123,114,123,123,114,124,111,107
대전광역시,여자,82세,98,113,116,120,119,139,118,114,144,127
대전광역시,여자,83세,113,111,119,112,144,142,129,122,122,135
대전광역시,여자,84세,119,115,139,130,136,141,143,152,143,137
대전광역시,여자,85세,115,127,122,139,109,146,159,142,155,171
대전광역시,여자,86세,99,124,124,125,130,127,124,155,151,157
대전광역시,여자,87세,95,101,104,121,131,124,124,141,147,170
대전광역시,여자,88세,90,99,87,121,136,139,170,147,146,171
